User description of file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days in month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,28,31,30,31,30,31,31,30,31,30,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min T,Min approach,max approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.44444,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant Characteristics,,,Added heat load MMBtu,,,,,,,,,,,,Dry bulb air temperature Ta (oC),,,,,,,,,,,,Wet bulb air temperature Twb (oC),,,,,,,,,,,,Natural water temperature  T (oC),,,,,,,,,,,,Wind speed,,,,,,,,,,,,DC,,
Plant_ID,Elevation,Pond_Area,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Tdb,Twb,nwT
6030,1973,0,4223375,3597047,3115458,1931952,2982085,3923598,4047871,4091699,3849160,3945114,3919896,4021286,4.44,4.44,4.44,8.61,11.72,18.28,21.39,21.28,14,8.94,4.44,4.44,4.44,4.44,4.44,4.56,8.28,14.33,16.83,16.39,10.22,5.56,4.44,4.44,2.77,3.51,3.98,5.96,9.74,14.7,16.58,16.94,14.25,12.39,7.7,3.53,10.78,7.68,8.44,10.95,11.73,9.18,8.01,9.29,10.1,9.49,10.23,10,84.47736324,69.92785305,30.49
6031,527,0,2191217,1993234,2110760,625639,1933659,2164155,1820717,2008265,2039514,2112163,1639232,1836298,4.44,4.44,7.16,14.3,18.68,23.68,24.87,24.6,20.54,13.76,6.21,4.44,4.44,4.44,4.81,10.12,15.7,20.54,21.5,20.45,15.31,8.98,4.44,4.44,3.12,2.56,7.8,15.53,18.55,25.49,27.84,28.57,25.68,18.68,12.74,4.19,7.55,7.15,5.89,6.66,5.75,5.49,4.21,3.44,5.48,5.99,5.75,6.88,85,76,30.49
6036,642,0,11029589,8881338,11024972,10765515,11124613,10770003,11168652,11189268,8278314,7039156,10259477,11031345,4.44,4.44,10.46,17.01,21.78,26.88,27.52,27.06,24.1,16.44,10.37,4.44,4.44,4.44,6.68,12.09,18.07,22.09,22.27,22.63,18.36,12.21,6.92,4.44,6.69,6.87,9.69,17.2,21.3,26.8,29.09,29.35,27.21,20.68,14.25,8.57,5.24,4.62,5.21,4.85,4.46,3.99,3.97,3.34,4.03,3.93,3.7,4.19,87.09264107,76.25480677,30.49
6040,735,0,9797705,8850653,9809991,9102200,9839594,9606633,9904203,9796974,9610975,4962355,8801312,9742182,4.44,4.44,6.13,12.92,17.34,21.34,23.87,23.24,18.38,11.69,5.56,4.44,4.44,4.44,4.44,8,13.48,18.01,19.45,18.74,14.13,8.17,4.44,4.44,1.36,1.6,6.62,13.73,17.59,23.57,27.96,27.91,23.57,17.3,9.61,3.15,8.54,7.42,7.26,7.67,6.81,6.64,5.45,4.85,6.69,7.02,6.29,8.78,82.64762988,73.64762988,30.49
6041,538,0,4974822,4319641,4178178,3303835,3615802,4062334,4782622,4648480,3613284,3142925,3108089,4768500,4.44,4.44,7.23,14.33,18.72,23.72,24.94,24.7,20.61,13.8,6.3,4.44,4.44,4.44,4.86,10.17,15.75,20.58,21.55,20.51,15.36,9.02,4.44,4.44,3.09,2.58,7.79,15.67,18.54,25.54,27.92,28.49,25.52,18.83,12.84,4.21,8.38,7.84,6.82,7.45,6.61,6.01,4.8,4.35,6.47,6.89,6.66,7.77,85.26658943,76,30.49
6051,124,0,9305015,5016257,5845985,6590030,9403079,8911315,8964557,9305655,9049108,9216838,9108109,8480958,9.53,7.36,12.55,18.91,24.28,28.09,28.59,29.28,25.99,19.95,14.35,6.25,4.44,4.46,8.99,14.47,20.31,23.54,23.99,24.63,21.24,15.08,10.53,4.44,9.11,9.38,12.82,18.98,23.45,26.93,28.79,29,27.7,22.43,17.84,12.16,6.56,7.02,6.45,5.8,5.73,4.3,5.18,4.57,4.3,4.52,4.69,6.54,88.39633015,79.64455627,30.49
6052,782,0,3904759,3051090,3672306,3376861,4620393,5036138,5191094,4909094,4119400,2646865,2195365,4526956,4.93,4.44,11.22,17.59,22.57,27.14,27.73,28,24.38,17.38,11.74,4.44,4.44,4.44,6.84,12.71,18.46,22.45,22.97,23.52,18.88,12.46,8.29,4.44,6.66,7.48,10.75,17.82,21.21,26,27.68,27.42,24.31,19.01,13.83,6.74,7.3,7.68,6.47,4.79,5.08,4.1,3.96,3.78,3.61,4.47,5.11,7.23,86.99838745,76.61812527,30.49
6068,1318,0,6772245,7456194,6479411,6441370,6332227,6697711,7275238,7716732,6487967,5755953,4839657,7135777,4.44,4.44,7.33,15.19,17.8,25.58,27.26,27.33,21.12,14.92,6.64,4.44,4.44,4.44,4.56,11.14,14.28,21.58,23.1,21.57,17.23,10.29,4.44,4.44,2.38,3.15,6.49,14.35,17.54,24.09,25.66,27.07,22.26,16.35,9.43,3.35,7.2,7.02,9.59,10.16,7.76,7.83,7.07,6.56,7.31,6.65,9.02,7.72,89.26212567,77.66906544,30.49
6071,473,0,953720,1604727,1972541,1909850,1700747,1488493,1883520,1955809,1839702,1558076,1836264,2720576,4.44,4.44,9.02,16.19,20.51,26.33,27.16,27.11,22.8,15.9,8.97,4.44,4.44,4.44,5.86,11.39,16.91,21.94,22.55,21.77,16.53,10.1,5.76,4.44,2.11,2.12,7.07,15.27,18.91,25.9,28.14,29.01,25.18,19.09,13.21,4.36,6.54,6.56,5.79,6.46,5.67,5.59,4.81,4.23,5.59,5.46,5.83,6.62,86.85339875,77.14884127,30.49
6072,196,0,6465628,5843168,5029214,4477259,721690,6297121,6495053,6415363,6315564,6514132,6303447,6491762,7.89,5.78,12.51,19.27,24.79,28.38,28.39,28.94,25.98,19.66,14.03,7.47,4.44,4.44,8.76,14.9,20.48,23.96,24.08,24.38,20.56,13.98,11.14,4.64,5.44,5.82,9.88,17.51,22.2,28.03,29.6,30.4,27.34,21.21,17.14,7.53,6.48,5.75,7,6.97,5.6,4.04,4.12,4.37,3.98,4.84,5.64,7.66,89.38188993,79.33156788,30.49
6076,3252,0,8368732,7357397,8476189,7868139,7597859,4465720,7797153,8186492,8234217,8142948,7564293,7272554,4.44,4.44,4.71,7.81,10.84,17.59,21.76,21.54,14.92,11.24,4.44,4.44,4.44,4.44,4.44,4.44,7.44,13.01,15.17,14.27,9.8,6.5,4.44,4.44,1.65,2.64,4.19,8.25,11.32,15.94,20.89,20.78,14.94,10.54,5.9,3.46,7.99,6.34,8.31,11.49,10.38,8.14,7.49,7.75,8.05,8.45,9.22,7.5,85.30972562,66.03331986,30.49
6081,238,0,1923,1674,17670,25333,208876,139344,241472,188227,98249,50106,144592,50455,4.44,4.44,5.9,11.22,16.63,20.54,24.32,22.29,18.96,11.06,5.05,4.44,4.44,4.44,4.44,6.99,12.23,16.89,19.66,17.94,15.19,8.19,4.44,4.44,1.25,1.37,2.18,9.44,17.87,21.78,26.13,24.35,22.11,15.77,8.3,3.52,7.26,8.86,8.46,6.84,6.44,5.48,5.6,5.9,6.77,6.69,6.29,8.9,82.99707681,74.01297379,30.49
6085,666,0,4379810,3831314,4880234,5253993,5055649,5464984,5550948,5954849,4785364,4579807,4264998,4642052,4.44,4.44,5.4,12.58,16.53,21.53,24.26,23.79,18.12,12.69,5.23,4.44,4.44,4.44,4.44,8.69,13.15,18.43,20.73,20.13,14.33,8.92,4.44,4.44,3.06,3.66,9.29,15.05,18.26,23.81,26.41,25.62,22.3,19.41,13.85,6.97,9.71,7.64,7.92,9.54,8,7.1,6.29,5.47,7.81,7.92,8.8,8.97,85.30192386,76.30192386,30.49
6090,968,0,7211249,6315561,5224815,5529715,6529200,6473510,7572436,7244564,4926013,2889382,4481861,7371839,4.44,4.44,4.44,11.31,14.57,19.37,23.07,23.34,14.37,10.45,4.44,4.44,4.44,4.44,4.44,6.64,10.38,15.64,18.75,19.48,11.65,6.93,4.44,4.44,0.87,1.21,3.07,12.56,16.07,21.49,24.27,23.33,16.93,12.63,4.13,0.71,7.26,5.74,7.4,8.12,7.46,6.7,6.65,7.97,7.81,7.56,8.94,7.53,83.34356785,74,30.49
6094,732,0,7729484,7643482,7382523,5148473,6989661,8391842,7639389,8317697,7779541,8124981,8355764,8515651,4.44,4.44,6.13,12.92,17.34,21.33,23.87,23.23,18.37,11.69,5.56,4.44,4.44,4.44,4.44,8,13.48,18.01,19.45,18.74,14.13,8.17,4.44,4.44,1.31,1.56,6.61,13.74,17.57,23.57,27.92,27.82,23.44,17.26,9.57,3.15,8.54,7.42,7.26,7.67,6.82,6.64,5.45,4.85,6.7,7.03,6.29,8.78,82.64097988,73.64097988,30.49
6103,692,0,12949561,11228371,6864318,5158086,11457708,12678287,9832491,12406115,12874635,13210452,12865766,13311711,4.44,4.44,7.06,12.33,17.29,22,24.66,22.91,19.23,11.7,5.98,4.44,4.44,4.44,4.44,8.23,13.54,18.15,19.82,18.58,15.18,8.88,4.44,4.44,3.43,3.68,7.3,11.22,15.69,20.64,26.59,25.49,22.09,12.87,9.3,3.84,8.61,9.24,7.93,7.05,6.2,5.94,5.35,5.04,6.2,6.74,7.01,9.65,82.05437286,73.80410149,30.49
6105,204,0,11510487,10306293,8944387,8563108,11497789,10089910,11375385,11566577,10920756,11379107,11170267,11428409,4.44,4.44,8.74,13.72,18.77,24.1,26.34,24.56,21.02,13.6,7.7,4.44,4.44,4.44,5.06,9.25,14.41,19.05,21,19.9,16.48,10.32,4.64,4.44,2.42,2.34,8.05,13.29,17.68,23.98,26.54,25.2,21.6,14.77,8.84,3.79,7.07,7.51,6.98,4.99,4.34,4.11,3.46,3.19,4.24,4.63,4.39,7.87,85.29473995,76.29473995,30.49
6112,4793,0,856090,805983,867197,407498,608079,769205,867356,813978,795260,576967,679424,798267,4.44,4.44,4.78,8.56,12.2,20.17,23.14,22.85,19.38,12.57,4.44,4.44,4.44,4.44,4.44,4.44,6.97,13.22,15.08,14.25,9.72,5.98,4.44,4.44,1.54,2.59,6.12,6.87,8.91,13.04,18.69,18.09,15.37,11.08,4.93,3.09,7.92,7.56,9.82,11.96,11.56,9.51,8.65,8.95,9.09,8.83,9.47,8.71,79.11356175,62.55678087,30.49
6118,11,0,5363747,5630013,6442046,6258171,6498143,6165867,6331838,6461220,6243191,2945351,3569943,6400266,4.44,4.44,8.74,14.01,18.77,24.88,26.83,25.26,21.92,14.47,8.37,4.44,4.44,4.44,5.52,9.63,14.54,19.65,21.48,20.35,17.25,11,5.29,4.44,6.13,4.45,8.59,15.33,19.19,26.08,28.75,27.27,23.69,17.73,11.76,4.95,9.65,10.75,9.35,7.63,7.81,7.11,6.25,6.36,7.56,7.81,7.41,10.71,85.69750586,77,30.49
6137,415,0,1648680,1681027,838503,479619,946067,1605870,1525089,1490605,844977,329560,567658,1475465,4.44,4.44,8.62,16.3,20.33,26.18,27.12,27.38,22.11,15.5,8.37,4.44,4.44,4.44,5.99,11.96,16.84,22.04,22.66,21.62,16.43,9.99,5.14,4.44,3.25,3.93,8.34,16.32,19.53,26.22,29.13,30.93,25.85,19.83,13.69,5.02,7.36,6.8,6.72,7.29,6.54,6.09,5.1,4.72,5.72,5.93,6.31,7.06,88.64046658,77.87974738,30.49
6149,578,0,4682625,3844110,0,0,0,121593,4725125,4713774,4609378,4688716,3908664,4675201,4.44,4.44,5.22,12.28,17.19,22.34,24.99,23.87,18.45,12.73,5.53,4.44,4.44,4.44,4.44,8.32,13.74,18.49,20.36,19.84,14.44,8.7,4.44,4.44,0,0,0,4.38,12.68,21.23,25.05,26.01,22.39,17.01,10.16,3.27,9.49,8,7.55,9.25,7.93,7.5,6.17,5.68,8.36,8.53,8,9.41,84,75,30.49
6153,836,0,5702942,5161247,5727854,2913779,0,3195592,5832762,5829343,5654855,5751505,5502894,5700872,4.44,4.44,8.36,16.21,18.63,25.72,26.99,26.5,20.37,15.03,8.36,4.44,4.44,4.44,5.26,11.76,15.55,21.7,23.15,22.31,17.22,10.47,5.1,4.44,2.01,2.51,7.31,15.73,18.3,25.42,27.83,28.6,23.59,17.83,10.98,2.56,7.43,7.46,8.54,9.32,7.34,6.38,5.65,5.75,6.52,6.74,9.05,8.42,87.41460312,77.41460312,30.49
6165,5677,0,4663426,4413350,2902968,4093934,4627279,4255609,4407520,4510661,3978789,4821308,4206226,4736490,4.44,4.44,4.44,9.04,11.99,21.04,24.87,22.29,19.38,11.68,4.44,4.44,4.44,4.44,4.44,4.44,4.81,10.38,13.59,12.76,8.36,6.26,4.44,4.44,0.82,1.56,5.11,10.53,13.91,19.71,22.79,20.1,17.01,11.79,4.38,1.59,3.74,4.21,7.71,9.8,9.66,8.3,7.59,7.66,6.81,5.6,6.65,5.31,84.72386996,65.43645992,30.49
6166,400,0,8567694,6713020,4853338,4029957,4195775,5920992,8145118,7726556,7561565,8583569,7071340,8620025,4.44,4.44,8.93,16.4,20.55,26.45,27.35,27.53,22.66,16.07,8.84,4.44,4.44,4.44,6.04,11.82,16.97,22.05,22.58,21.78,16.6,10.2,5.55,4.44,2.83,3.4,7.46,15.64,19.26,26.4,29.34,30.69,26.04,20.07,13.6,4.81,7.58,7.17,6.92,7.74,6.8,6.41,5.38,4.91,6.12,6.29,6.63,7.42,88.26924859,77.73794194,30.49
6170,687,0,3643967,2046157,2178713,4051596,2875413,4211512,4477921,4307126,3701611,3208841,2766473,3725041,4.44,4.44,4.44,10.4,15.27,20.15,23.9,23.49,16.79,12.18,4.71,4.44,4.44,4.44,4.44,7.38,11.85,17.26,20.43,20.07,13.84,8.5,4.44,4.44,0.74,0,0,2.75,7.77,15.79,19.73,21.49,16.64,14.7,10.16,4.95,9.7,7.43,7.87,10.43,8.3,7.02,6.51,5.97,7.96,8.25,9.55,8.95,84.95921423,75.61987639,30.49
6177,5803,0,2822001,2700744,3090695,2582935,3041732,2906959,3117700,3174635,2870741,2928106,2863818,2957659,4.44,4.44,8.9,9.74,13.27,20.79,24.44,22.54,19.46,12.56,4.44,4.44,4.44,4.44,4.44,4.44,4.91,9.55,15.36,15.15,10.5,6.71,4.44,4.44,2.43,4.72,8.42,13.49,16.93,23.07,24.89,22.88,19.64,13.03,6.37,3.85,6.35,6.7,9.31,10.49,10.04,9.37,8.22,7.32,6.33,7.01,7.8,6.38,78.36003417,62.45729016,30.49
6183,331,0,1709391,1457702,1187397,53529,1807209,1700900,1607465,1757489,1651557,1307047,1659660,1396264,11.64,10.22,15.83,20.95,25.73,28.93,29.2,30.88,27.41,22.17,17.46,13.18,7.44,7.32,11.47,17.05,21.01,24.08,24.35,23.79,22.6,16.08,12.44,8.84,13.89,14.32,18.83,22.11,25.62,28.62,29.17,30.32,27.48,23.05,18.89,15.18,7.18,7.39,8.1,8.45,8.44,9.02,7.77,7.07,6.41,5.68,7.58,6.16,88.06809148,78.70343701,30.49
6193,3566,0,2306443,1674590,3207566,2919094,3013789,2746514,3193617,3563382,2508243,2830562,2919065,3413703,4.44,4.44,8.74,14.21,18.05,26.03,25.27,26.02,23.46,16.47,8.13,5.02,4.44,4.44,4.44,8.61,12.54,18.81,19.83,18.82,16.41,9.59,4.44,4.44,3.15,5.02,10.2,16.37,20.6,25.92,26.5,25.61,23.65,16.46,9.82,5,11.26,10.23,13.77,15.54,13.56,13.84,12.29,11.19,11.96,10.96,12.36,11.46,85.95634094,69.9022336,30.49
6194,3744.85,0,3502594,3327364,2502334,3396760,3046846,3084143,3528948,3459727,3252501,3117620,3487102,2499919,4.44,4.44,9.62,15.03,19.3,26.8,25.46,26.31,23.65,16.92,9.1,6.33,4.44,4.44,4.44,9.02,12.56,18.53,19.9,18.96,16.76,9.98,4.44,4.44,3.35,5.43,11.05,17.08,20.95,25.96,26.5,26.65,23.88,17.37,11.49,6,10.5,10.03,13.53,15,13.29,13.17,10.77,9.79,10.58,9.86,11.57,10.67,85.52857534,70.81907962,30.49
6195,1262,0,599969,510830,543731,273002,414361,648677,668611,699971,507079,610271,935388,1151983,4.44,4.44,7.85,15.83,18.82,26.79,26.78,27.49,21.3,14.84,8.65,4.44,4.44,4.44,4.6,11.09,15.61,21.52,23.03,21.92,17.85,10.76,5.97,4.44,3.61,4.58,8.66,15.46,18.47,24.49,26.87,27.68,23.5,18.04,11.88,4.64,8.62,7.35,10.31,10.46,8.45,8.29,7.3,7.93,8,6.85,10.54,9.55,88.00964626,76.92651589,30.49
6204,4590,0,6006267,5466713,5448094,4479162,4141599,4400370,5487407,5496246,4079013,5935932,6101639,6050966,4.44,4.44,4.44,7.86,11,18.47,21.98,22.58,16.83,11.26,4.44,4.44,4.44,4.44,4.44,4.44,6.87,12.91,15.09,14.15,9.2,6.29,4.44,4.44,1.62,2.74,5.28,7.91,10.9,16.77,21.51,19.04,15.31,10.61,5.37,3.28,7.63,7.78,10.05,12.63,12.48,9.49,8.73,7.81,9.25,9.01,9.62,9.44,81.16440784,63.95623126,30.49
6225,486,0,0,0,0,0,0,0,0,4380,0,0,0,0,4.44,4.44,8.4,16.05,19.93,25.7,26.61,26.71,21.97,15.36,8.07,4.44,4.44,4.44,5.56,11.47,16.44,21.62,22.28,21.29,16.08,9.75,4.84,4.44,2.66,2.75,7.31,16.34,19.88,26.68,27.99,28.64,24.63,18.32,12.04,3.69,7.7,6.95,6.94,7.86,6.6,6.02,4.92,4.43,5.86,6.29,6.78,7.31,88.14278161,77.71110077,30.49
6246,20,0,335455,264243,137807,204445,707889,626843,716558,673933,514988,117794,0,206247,10.84,9.26,14.43,20.46,25.76,28.39,29.14,29.05,26.99,21.82,17.41,8.85,6.67,7.08,10.76,16.28,21.44,23.8,24.44,24.98,22.86,17.1,13.8,5.21,12.06,12.32,15.31,21.31,25.96,28.62,28.38,28.39,26.92,22,18.37,12.46,7.72,7.85,7.9,7.74,7.14,5.27,6.27,6.3,5.78,5.54,6.24,7.72,87.65229857,79,30.49
6248,4313,0,1825252,1682642,1306606,1511400,751240,1705190,1067195,1753037,1310385,1818910,1747314,1761769,4.44,4.44,4.85,8.75,12.36,20.31,23.53,23.26,19.1,12.44,4.44,4.44,4.44,4.44,4.44,4.44,7.39,13.84,15.8,14.8,10.13,6.28,4.44,4.44,1.87,3.08,6.8,9.07,11.71,16.74,21.08,20.13,17.28,11.99,5.89,3.65,9.62,9.46,11.65,13.96,13.79,11.2,10.25,10.75,11.08,10.79,11.5,10.38,78.9294384,62.4647192,30.49
6250,530,0,2648706,2510559,2321781,1161160,2467212,2600370,2334137,2437125,1884131,2160103,2109751,2735054,4.44,4.44,10.81,16.77,21.43,26.54,27.14,26.75,22.62,16.44,9.65,4.44,4.44,4.44,6.88,11.87,17.46,21.99,22,22.34,18.23,12.28,6.22,4.44,4.52,4.96,9.62,16.68,20.64,26.05,26.39,25.75,23,17.33,10.59,3.63,6,5.89,5.64,5.12,5.23,4.22,4.25,3.66,4.49,4.48,3.87,5.21,86,76.17197211,30.49
6254,700,0,2238665,349856,1961914,1426247,2123834,1507915,2335979,2346051,1021491,1877947,1855655,2108054,4.44,4.44,5.46,13.99,16.26,22.79,24.64,24.44,18.32,13.12,4.78,4.44,4.44,4.44,4.44,9.93,12.88,19.68,21.58,21.16,15.03,8.7,4.44,4.44,2.64,3.23,7.06,15.79,19.1,24.23,26.77,27.36,22.24,16.38,9.26,3.13,9.9,9.51,9.97,10.49,8.99,7.54,6.77,6.62,8.46,8.56,10.88,10.17,87.0327031,76.98748535,30.49
6257,500,0,10518877,8059109,9104556,10212742,11290979,11187956,11739316,11874577,9886295,8407695,7848660,10987452,5.11,4.99,11.47,18.01,23.07,27.44,28.06,28.35,24.92,17.87,12.36,4.44,4.44,4.44,7.42,13.19,19.1,22.89,23.42,23.95,19.46,13.12,8.93,4.44,7.73,8.24,11.58,18.2,23.05,27.57,29.76,29.99,28.56,22.62,16.72,10.58,7.37,7.67,6.93,4.99,5.04,4,4.11,4.16,3.84,4.52,5.19,7.23,88.5675415,77.5675415,30.49
6264,590,0,4770545,3859148,4077447,3836494,3804375,4258439,4654123,4706756,1470034,0,694340,4784035,4.44,4.44,6.06,13.69,17.91,22.36,23.87,23.71,19.01,12.76,6.35,4.44,4.44,4.44,4.44,8.67,14.57,19.16,20.24,19.72,14.79,8.71,4.44,4.44,1.9,1.81,7.19,14.63,18.56,24.65,28.34,29.46,25.82,19.16,11.72,3.47,6.3,6.13,4.71,5.7,4.83,4.57,3.34,2.65,4.49,4.87,4.46,5.86,84.7367973,75.34403211,30.49
6285,496,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,4.44,4.44,4.44,11.68,14.96,16.49,15.16,7.97,4.44,4.44,4.44,4.44,4.44,4.44,4.44,7.39,11.61,12.89,11.83,4.95,4.44,4.44,4.44,0,0,0,0,0,1.42,0,7.27,8.65,8.71,4.53,0,3.01,4.39,5.55,5.36,5.12,4.25,4.7,4.56,4.3,4.77,3.36,2.49,73.24052935,61.24052935,30.49
6358,1072,0,0,0,0,0,0,0,2073,0,39702,0,0,0,4.44,4.44,4.44,11.91,15.01,19.87,23.35,23.58,14.83,10.94,4.44,4.44,4.44,4.44,4.44,7.07,10.52,16.03,19.2,19.82,12.04,7.21,4.44,4.44,1.07,1.44,2.96,12.82,16.07,21.8,24.51,24.07,17.22,12.66,4.72,0.67,8.22,6.73,8.09,8.82,8.33,7.29,7.05,8.07,8.14,8.21,9.55,8.29,83.28647591,74,30.49
6462,105,0,5179194,4639026,5057774,5019308,5195158,4898001,5013974,4319050,4978204,5189573,4744652,5179706,8.17,7.76,13.28,20.45,25.76,28.5,28.55,28.98,25.83,20.59,15.68,9.63,5.53,5.44,10.09,16.38,21.47,24.66,24.8,24.93,22.27,15.7,12.99,6.99,4.41,4.37,8.26,16.55,20.7,27.19,29.05,30.02,27.26,21.53,15,7.34,6.33,6.17,6.7,6.88,5.84,4.01,4.55,4.67,3.46,4.72,5.62,6.5,87.80177854,79.60355709,30.49
6469,1920,0,3383111,3069508,3454523,2499008,1666502,2831233,2974937,3117078,2745663,2929076,2996600,3349160,4.44,4.44,4.44,8.61,11.72,18.28,21.39,21.28,14,8.94,4.44,4.44,4.44,4.44,4.44,4.56,8.28,14.33,16.83,16.39,10.22,5.56,4.44,4.44,2.59,3.44,4.16,5.35,10.27,15.56,17.5,17.3,14.29,11.99,7.39,3.26,11.44,8.01,8.68,11.28,12.02,9.36,8.15,9.49,10.28,9.79,10.53,10.34,84.24233566,69.58082449,30.49
6481,4700,0,6344017,4882852,6204925,6184682,6147608,5681951,6178548,6298145,6155458,4096251,2739919,4633669,4.44,4.44,4.44,7.83,10.7,19.95,24.53,22.05,18.36,11.2,4.44,4.44,4.44,4.44,4.44,4.44,4.59,10.2,13.52,12.35,7.62,6.27,4.44,4.44,2.19,3.29,6.21,8.64,12.31,18.18,21.33,19.57,16.47,11.71,5.14,2.65,6.97,6.26,9.52,10.54,10.38,9.83,8.7,9.85,8.77,7.43,8.7,7.4,83.72217316,64.15866276,30.49
6504,7,0,203476,186259,195373,188306,207243,177224,194023,195859,160040,185272,186001,194046,22.22,21.22,22.17,22.56,23.94,24.94,24.89,25.5,25.28,25.06,23.67,22.78,19.06,17.83,18.56,18.94,19.83,20.33,20.67,20.78,20.89,20.67,20.22,19.83,68.03,67.86,66.9,68.03,68.93,71.78,68.03,72.71,72.96,73.1,72.87,71.75,9.07,9.85,13.71,13.68,13.03,14.91,13.74,14.73,12.16,12.08,9.66,7.56,83.72217316,64.15866276,30.49
6559,270,0,392838,358032,396430,322807,360245,367958,400230,253427,380910,309480,375309,390320,4.44,4.44,4.44,4.44,10.66,13.57,14.83,14.73,5.01,4.44,4.44,4.44,4.44,4.44,4.44,4.44,6.23,9.65,11.49,12.07,5.01,4.44,4.44,4.44,0.52,1.04,0.87,0.52,1.55,6.89,0.52,9.15,9.52,9.13,5.98,0,3.26,3.18,4.55,4.68,5.55,5.52,4.75,3.68,3.63,3.36,5.12,3.69,66.7071812,58.86968233,30.49
6639,400,0,1853455,1748966,1922208,1800293,1477603,1739281,1878070,1847928,1678005,1804201,1795349,1942897,4.44,4.44,8.84,16.31,20.43,26.25,27.19,27.4,22.31,15.7,8.61,4.44,4.44,4.44,6.07,11.92,17.04,22.17,22.68,21.84,16.7,10.13,5.51,4.44,3.45,4.14,8.15,16.09,19.36,26.13,29.22,30.93,26.01,20.13,13.93,5.42,7.19,6.67,6.63,7.37,6.44,6.01,5.02,4.51,5.5,5.75,6.29,6.92,88.35734204,77.79533188,30.49
6641,240,0,5356089,4607289,4303173,5591685,5905701,5522588,5431310,5881502,4545890,3080408,5085747,5313990,4.44,4.44,10.49,17.69,21.91,27.74,28.57,29.2,23.42,17.38,10.73,4.44,4.44,4.44,7.18,13.01,18.03,23.02,23.74,23.26,18.52,11.63,7.29,4.44,3.19,5.06,10.17,16.24,21.3,23.86,26.8,28.02,24.88,20.59,13.51,8.43,7.04,5.94,7.61,7.86,6.23,5.55,5.93,5.64,5.06,5.03,7.06,6.76,90.37891601,79.37891601,30.49
6664,580,0,2607040,2421473,2276466,2513517,2340188,2550319,2650861,2626240,2046779,2329010,2475129,1111155,4.44,4.44,5.65,13.32,16.14,21.93,23.9,23.48,17.58,12.09,4.44,4.44,4.44,4.44,4.44,9.33,12.73,19.04,20.85,20.53,14.37,8.14,4.44,4.44,2.45,2.95,6.16,15.66,19.72,25.38,27.42,27.36,22.45,15.93,8.32,2.32,9.15,8.49,8.41,9.74,8.68,6.89,6.16,5.62,8.22,7.77,9.91,8.64,86.82149886,77.07161471,30.49
6768,300,0,856536,782431,864785,112861,661279,792341,867965,791292,820415,809726,857248,962095,4.44,4.44,9.34,16.76,21.04,26.23,27.62,27.27,21.78,15.29,8.99,4.44,4.44,4.44,6.53,12.5,17.73,23.09,23.75,22.76,17.69,10.45,6.11,4.44,2.73,3.46,6.93,13.69,19.57,26.06,28.32,29.09,24.33,18.5,11.93,4.79,7.35,6.21,7.78,8.02,6.78,5.73,5.28,4.65,4.79,5.46,7.01,7.23,90,79,30.49
6772,465,0,1662992,1399934,1300947,0,959382,1522406,1370765,1585590,1459127,1291567,1452484,1684411,4.72,4.89,11.5,18.5,23.72,28.22,28.83,30.17,25.33,18.22,12.56,7.06,4.44,4.44,8.22,14.17,19.44,23.94,24.28,24,20.56,13.39,10.06,4.67,6.04,6.17,11.92,19.34,24.21,28.94,29.4,30.6,25.91,19,13.7,8.07,5.58,5.61,7.06,6.5,5.09,4.49,4.55,4.28,4.46,4.22,6.38,6.1,90,78.3310609,30.49
6823,387,0,1857258,1534166,1741121,1575884,1739703,1803576,1747160,1795696,1582041,1444130,1280565,1702909,4.44,4.44,9.07,16.42,20.6,26.53,27.4,27.46,22.65,16.14,9.03,4.44,4.44,4.44,6.1,11.83,17.12,22.17,22.62,21.97,16.79,10.28,5.82,4.44,3.54,4.03,7.88,15.89,18.81,25.83,28.7,29.92,25.6,19.66,13.46,5.58,6.59,6.32,6.23,6.95,6.07,5.88,5.1,4.44,5.26,5.34,5.93,6.6,88.09714137,77.70751435,30.49
